Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
KI-2445,2.8,18.5,2140,200,Ancient Iron Age,"Ceramics, Palm Nuts, ",DRC,Maluba,"1987 - Imbonga and Batalimo : ceramic evidence for early settlement of the equatorial rain forest - The African Archaoelogical Review, 5: 129-145.",NA,NA
Beta-14832,0.4833,9.5167,1970,70,Ancient Iron Age,"Ceramics, Palm nuts, Iron Metallurgy, Shells : Anadara senilis",Gabon,Oveng 1,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
KIA-29697,2.8967,9.9058,2162,60,Neolithic,"Ceramics, Palm nuts, Millet, Fruits, Charred Granins",Cameroon,Bwambé Sommet,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
Lv-1698,-5.167,14.008,3510,55,LSA,"Ceramics, Palm nuts, Pit Features, Lithics",DRC,Sakuzi,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris",1,1
Lv-1518,0.4067,9.4911,710,50,Recent Iron Age,"Ceramics, Palm nuts, Pit Features, Noix de palme",Gabon,Nkol Ogoum 2,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Gif-6905,0.1575,10.12,1670,80,Ancient Iron Age,"Ceramics, Palm nuts, Torchis, Pit Features, Coal, Noix de palme",Gabon,Kafélé 2,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
KIA-24748,3.6447,9.7869,156,23,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12948,3.6447,9.7869,157,30,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12943,3.6447,9.7869,631,24,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Hv-11572,-0.0833,18.5833,755,115,Recent Iron Age,"Ceramics, Pit Features, ",DRC,Bokele,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",NA,NA
KIA-12507,3.6447,9.7869,805,29,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Beta-279280,3.0256,9.9763,810,40,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Mpolongwé-Kribi,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
Beta-279278,3.0256,9.9763,900,40,Recent Iron Age,"Ceramics, Pit Features, ",Cameroon,Mpolongwé-Kribi,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
KIA-12941,3.6197,9.8169,1227,36,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Yatou,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
Beta-233401,2.9269,9.9122,1510,50,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Mpoengu 2,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
KIA-12938,3.6447,9.7869,1753,25,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Gif-10102,-0.1278,11.5889,1790,50,Ancient Iron Age,"Ceramics, Pit Features, ",Gabon,Okanda 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Ly-10512,4.472,13.505,1790,40,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Ouélé Maroua (Pk 37 900-38 4440),2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
KIA-24744,3.6447,9.7869,1797,28,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12940,3.6447,9.7869,1799,27,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12945,3.6447,9.7869,1800,27,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12944,3.6447,9.7869,1816,34,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-24746,3.6447,9.7869,1842,28,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Beta-279285,3.0256,9.9763,1850,40,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Mpolongwé-Kribi,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
KIA-24743,3.6447,9.7869,1860,28,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Poz-57843,2.4956,12.0319,1860,30,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Gps051,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Lv-1470,-5.167,14.008,1900,50,Ancient Iron Age,"Ceramics, Pit Features, ",DRC,Sakuzi,"1990 - Paysages quaternaires de l'Afrique centrale atlantique - ORSTOM ed., Paris.",NA,NA
Gif-7602,-0.18,11.36,1905,35,Ancient Iron Age,"Ceramics, Pit Features, ",Gabon,Lindili 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
KIA-24745,3.6447,9.7869,1911,32,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
SacA-32566,2.4015,12.4215,1925,30,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Akom,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
KIA-12506,3.6447,9.7869,1963,36,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-24750,3.6197,9.7869,1964,28,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Yatou,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
KIA-12942,3.6197,9.8169,1974,26,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Yatou,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
KIA-24751,3.6197,9.8169,1974,26,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Yatou,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
KIA-24749,3.6197,9.8169,1985,26,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Yatou,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
Ly-10513,4.472,13.505,2000,45,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Ouélé Maroua (Pk 37 900-38 4440),2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
KI-2432,-0.25,19.5167,2020,100,Ancient Iron Age,"Ceramics, Pit Features, ",DRC,Bokuma,"1992 - The central african rain forest : historical speculations and archaeological facts - World Archaeology, 24, 1: 1-24.",NA,NA
Beta-233402,2.9275,9.9125,2040,50,Neolithic,"Ceramics, Pit Features, ",Cameroon,Talla 2,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
Tx-6183,-4.4167,11.7,2110,60,Ancient Iron Age,"Ceramics, Pit Features, ",Congo,Tandou Youmbi,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
KIA-24742,3.6397,9.7769,2131,28,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Mouanko Sud,"2007 - Recent archaeological investigation in the tropical rain forest of South-West Cameroon - In: ed. J. Runge, ed., Palaeoecology of Africa 28. Dynamics of Forest Ecosystems in Central Africa during the Holocen. Past-Present-Future, London: Taylor &Francis Group, p. 43-57.",NA,NA
KIA-12939,3.6447,9.7869,2146,26,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
KIA-12937,3.6447,9.7869,2162,35,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Lobethal,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Beta-242316,2.9269,9.9122,2190,50,Neolithic,"Ceramics, Pit Features, ",Cameroon,Mpoengu,2013 - Les traditions céramiques dans leur contexte archéologique sur le littoral camerounais (Kribi-Campo) de 3000 a 500 BP. - Thèse de Doctorat : Université Libre de Bruxelles.,NA,NA
Gif-10751,-0.2186,11.5875,2205,45,Ancient Iron Age,"Ceramics, Pit Features, ",Gabon,Lopé 2 (-50 Cm),"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Poz-57846,2.5013,12.0249,2270,30,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Nya Zanga,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Poz-57847,2.5013,12.0249,2270,30,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Nya Zanga,"2015 - L'Ancient Iron Age dans le bloc forestier du sud Cameroun: nouvelles données entre Sangmélima et Mintom - Azania: Archaeological Research in Africa, Vol 50 (3), p. 402-417",NA,NA
Oxa-7601,,,2370,35,Ancient Iron Age,"Ceramics, Pit Features, ",,,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Ly-10511,4.472,13.505,3350,80,Ancient Iron Age,"Ceramics, Pit Features, ",Cameroon,Ouélé Maroua (Pk 37 900-38 4440),2001 - Surveillance archéologique de l’axe routier Bertoua Garoua Boulaï - Rapport final.,NA,NA
Erl-12252,3.3921,13.8554,268,39,Recent Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Bagofit Bgf 08/1,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Beta-182556,3.6469,11.3514,330,50,Recent Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Oboukoe (Eca 224),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-9078,-1.5,13.3725,400,50,Recent Iron Age,"Ceramics, Pit Features, Coal",Gabon,Lébombi,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-182564,4.0911,11.5808,1420,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Essong Missang (Eca 248),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-202231,0.2,11.4,1430,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Gabon,Lalara 1-1,"2006 - Archéologie de sauvetage sur la route Médoumane Lalara. Vallée de l’Okano - Gabon - Libreville, WCS Editions",NA,NA
Beta-182552,3.1372,10.5014,1480,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Bidjouka (Eca 160),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182550,3.0308,10.0825,1530,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Bidou 2 (Eca 146),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182561,3.9142,11.4169,1550,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Ozom (Eca 242),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182551,3.1333,10.5,1580,80,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Bidjouka (Eca 160),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
Beta-182558,3.7406,11.3733,1670,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Binguela 2 (Eca 228),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
KIA-24730,2.4678,11.1678,1685,25,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Beta-146659,2.3775,9.8311,1710,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Campo 1,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
KIA-29607,2.6325,11.5681,1739,28,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Beta-165713,2.7889,9.8894,1740,50,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Eboundja 3,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
KIA-24739,2.4678,11.1678,1755,29,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-24729,2.4678,11.1678,1770,27,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Beta-156385,2.3775,9.8311,1780,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Campo 1,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
UTC-13254,-0.9,10.8833,1786,33,Ancient Iron Age,"Ceramics, Pit Features, Coal",Gabon,Mimongo,"2007 - Prospection archéologique dans le sud du Gabon - Nyame Akuma, 67: 26-35.",NA,NA
KIA-27030,2.4678,11.1678,1815,21,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-29603,2.6325,11.5681,1845,25,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Erl-12263,2.5543,11.5954,1933,39,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Nkpwala Esse Nkp 08/4,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
Beta-146660,2.3811,9.8325,1940,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Campo 2,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
Gif-10437,-0.1278,11.5889,1950,40,Ancient Iron Age,"Ceramics, Pit Features, Coal",Gabon,Okanda 5,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Beta-202232,0.2,11.4,1990,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Gabon,Lalara 1-4,"2006 - Archéologie de sauvetage sur la route Médoumane Lalara. Vallée de l’Okano - Gabon - Libreville, WCS Editions",NA,NA
Beta-182555,3.6019,11.3206,2000,40,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Ngoumou (Eca 216),"2005 - Komé to Ebomé; archaeological research for the Chad Export Project, 1999-2003 - Journal of African Archaeology, 3(2): 175-193.",NA,NA
KIA-29604,2.6325,11.5681,2001,27,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Beta-146656,2.8967,9.9058,2030,80,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2000 - Les premiers résultats de la recherche archéologique dans le sanctuaire de Banyang Mbo (Sud-Ouest du Cameroun) - L'Anthropologie,104: 341-354.",NA,NA
Beta-32264,3.9333,11.5167,2200,60,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Okolo,"1992 - Les fosses d'Okolo (Sud Cameroun). Fouilles et axes de recherches - Nyame Akuma, 38: 7-13",NA,NA
Arc-341,0.2008,10.0825,2210,100, Ancient Iron Age,"Ceramics, Pit Features, Coal",Gabon,Kango 5,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
KIA-8456,4.0167,11.55,2215,25,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Mfomakap,"2010 - Remarks on Early Iron Age Burial Sites from Southern Cameroon - African Archaeological Review, 27: 237-249.",NA,NA
Gif-8968,0.4906,9.4125,2220,40,Neolithic,"Ceramics, Pit Features, Coal",Gabon,Okala 1,"1995 - Gabon : 100 000 ans d'Histoire - Centre Culturel Français Saint-Exupery, éd. Sépia.",NA,NA
Beta-156378,2.8967,9.9058,2240,70,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Tx-6188,-4.6833,11.9167,2300,80,Neolithic,"Ceramics, Pit Features, Coal",Congo,Tchissanga,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
Ly-1605,3.9333,11.5167,2320,70,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Okolo,"1992 - Les fosses d'Okolo (Sud Cameroun). Fouilles et axes de recherches - Nyame Akuma, 38: 7-13",NA,NA
Beta-143016,2.8967,9.9058,2340,70,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Beta-146658,2.8967,9.9058,2340,60,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2000 - Les premiers résultats de la recherche archéologique dans le sanctuaire de Banyang Mbo (Sud-Ouest du Cameroun) - L'Anthropologie,104: 341-354.",NA,NA
Beta-156387,2.7342,9.8669,2340,60,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Malongo 1,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
Beta-156379,2.8967,9.9058,2360,70,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
Beta-156382,2.8967,9.9058,2410,60,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Beta-156383,2.8967,9.9058,2460,70,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Beta-143017,2.8967,9.9058,2520,70,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2000 - Les premiers résultats de la recherche archéologique dans le sanctuaire de Banyang Mbo (Sud-Ouest du Cameroun) - L'Anthropologie,104: 341-354",NA,NA
Beta-156380,2.8967,9.9058,2550,90,Neolithic,"Ceramics, Pit Features, Coal",Cameroon,Bwambé,"2002 - Inventaire des sites archéologiques de Kribi à Campo: étude préliminaire des sites Malongo 1, Nlendé-Dibé et Boussibiliga - Mémoire de Maîtrise, Université de Yaoundé 1.",NA,NA
Erl-12254,3.3921,13.8554,2559,40,Ancient Iron Age,"Ceramics, Pit Features, Coal",Cameroon,Bagofit Bgf 08/9,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73",NA,NA
KIA-27028,2.4678,11.1678,1718,32,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-27029,2.4678,11.1678,1719,30,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-27033,2.4678,11.1678,1732,24,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202",NA,NA
KIA-27027,2.4678,11.1678,1747,32,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Akonétye,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
Erl-12258,3.5824,13.1238,1761,38,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Mampang Mpg 08/8,"2009 - Preliminary report on the excavations at Bagofit and Mampang, East Province, Cameroon - Nyame Akuma, 72: 67-73.",NA,NA
KIA-29608,2.6325,11.5681,1849,26,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-29605,2.6325,11.5681,1871,35,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-29606,2.6325,11.5681,1922,24,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Minyin,"2008 - On the Early Iron Age in Southern Cameroon: the sites of Akonetye - Journal of African Archaeology, 6 (2): 183-202.",NA,NA
KIA-29600,2.5444,11.7069,2198,30,Ancient Iron Age,"Ceramics, Pit Features, Fruits, Charred Granins",Cameroon,Abang Minko'o,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
KIA-29602,2.5444,11.7069,2249,28,Ancient Iron Age,"Ceramics, Pit Features, Millet, Coal",Cameroon,Abang Minko'o,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
KIA-29698,2.5444,11.7069,2181,41,Ancient Iron Age,"Ceramics, Pit Features, Millet, Fruits, Charred Granins",Cameroon,Abang Minko'o,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
KIA-29598,2.5444,11.7069,2236,26,Ancient Iron Age,"Ceramics, Pit Features, Millet, Fruits, Charred Granins",Cameroon,Abang Minko'o,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
KIA-29599,2.5444,11.7069,2286,30,Ancient Iron Age,"Ceramics, Pit Features, Millet, Fruits, Charred Granins",Cameroon,Abang Minko'o,"2006 - Pits, graves, and grains : archaeological and archaeobotanical research in southern Cameroon - Journal of African Archaeology, 4, 2: 273-298.",NA,NA
